ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey_x,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey,Make,Year_x,BaseModel,BodyClass,Cylinders,Displacement,Transmission,Drivetrain,FuelType,CityMPG,HighwayMPG,RoadName_x,RouteType_x,RoadName_y,RouteType_y,RoadKey_y,Zipcode,MailCity,ShapeLength,ShapeArea,CentroidLatitude,CentroidLongitude,Temperature,Humidity,Precipitation,Rain,Snow,WindSpeed,WindDirection,WeatherKey,Datetime,Hour,TimeOfDay,DayNumber,WeekDayNumber,WeekDayName,WeekendFlag,MonthNumber,MonthName,Year_y,HolidayFlag,HolidayName
MCP3232004K,BF549FB215E5443DB323D1E01F404434,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,ACCELERATING,South,FUNCTIONAL,35,False,False,2,451641782282645,230070819,Montgomery County Police,Injury ,False,South,1,1,LEVEL,False,False,DRIVER,ANGLE MEETS RIGHT TURN,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.14930242,-77.01236466,8901981419077344,730071629750289,0,0,0,2023120920,7699742339152403,Jeep,2008,Wrangler,Sport Utility Vehicle - 2WD,6.0,3.8,Automatic 4,AWD,Regular Gasoline,15,19,NEW HAMPSHIRE AVE,Maryland (State),ASHTON RD,Maryland (State),730071629750289,20861,ASHTON,68929.848578,103600923.231,39.15240375339574,-76.9974236883007,8.5505,77.02018,0.0,0.0,0.0,12.287555,148.17259,231209206997491524,2023-12-09 20:00:00,20,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP3300002K,C5324B9E9BB44B9696F32353F23F4AA8,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,30,False,False,1,5738617072384403,230070831,Montgomery County Police,Injury ,True,East,1,1,LEVEL,False,False,DRIVER,OTHER,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.09968057,-77.04910494,8903437844932022,997543942962955,0,0,0,2023120922,7705486039088590,Lexus,2014,RX,Small Sport Utility Vehicle 4WD,6.0,3.5,Automatic 6,AWD,Regular Gasoline,18,24,LONGMEAD CROSSING DR,County,WIMBLEDON DR,County,997543942962955,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,8.7825,78.1373,0.0,0.0,0.0,12.24,180.0,231209227054890885,2023-12-09 22:00:00,22,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP33760017,D6E2AA7BC85B497CBFAFE17C46D36662,True,POSSIBLE INJURY,ALCOHOL,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,6967384041051176,230070835,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04948233,-77.07520233,1627793738140795,9290911226978796,0,0,0,2023120922,7704240439043964,Mitsubishi,2012,Lancer,Compact Cars,4.0,2.0,Automatic 6,FWD,Regular Gasoline,22,28,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20902,SILVER SPRING,106667.47762,213127715.894,39.043964218321996,-77.04240449690725,8.644,79.210014,0.0,0.0,0.0,11.928989,174.80566,231209227042490439,2023-12-09 22:00:00,22,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP33760017,81FCCA11DD4D4D31A419941668D7A584,False,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,4960220375123743,230070835,Montgomery County Police,Injury ,False,South,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04948233,-77.07520233,1627793738140795,9290911226978796,0,0,0,2023120922,7704240439043964,Buick,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20902,SILVER SPRING,106667.47762,213127715.894,39.043964218321996,-77.04240449690725,8.644,79.210014,0.0,0.0,0.0,11.928989,174.80566,231209227042490439,2023-12-09 22:00:00,22,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP3305002V,03652743C3554815B8545A21897255DE,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,25,False,False,1,9203591802135297,230070833,Montgomery County Police,Property Damage ,False,North,2,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99826794,-77.00227809,7883959838840872,1595385451090210,0,0,0,2023120922,7700204038982546,Dodge,2021,Durango,Standard Sport Utility Vehicle 4WD,8.0,3.6,Automatic 8,AWD,Midgrade Gasoline,14,22,PINEY BRANCH RD,Maryland (State),GREENWOOD AVE,County,1595385451090210,20912,TAKOMA PARK,51232.0653417,65209197.2692,38.98254687160147,-77.00204079343348,8.648,80.877106,0.0,0.0,0.0,10.086427,177.95464,231209227002089825,2023-12-09 22:00:00,22,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP12600018,F81CD1D95C484F4AB1C46079E55C4562,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,1,7731083865396304,230070839,Montgomery County Police,Property Damage ,False,South,1,1,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.30669383,-77.19771233,2800615797607229,9990976701988446,0,0,0,2023120923,7721721839291851,Toyota,2016,Highlander,Standard Sport Utility Vehicle 4WD,6.0,3.5,Automatic 6,AWD,Regular Gasoline,18,25,RIDGE RD,Maryland (State),BELLISON RD,Other Public Roadway,9990976701988446,20872,DAMASCUS,179417.342235,548226849.644,39.29185112010591,-77.21721805979222,9.309,80.13392,0.0,0.0,0.0,15.119999,180.0,231209237217292918,2023-12-09 23:00:00,23,PM,343,5,Saturday,1,12,December,2023,0,Unknown
MCP3109008V,7C5A6FCB11B24483B5AD943F6CCD87EC,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,UNKNOWN,South,FUNCTIONAL,0,False,False,1,6148504662830022,230070875,Montgomery County Police,Property Damage ,True,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,STRAIGHT MOVEMENT ANGLE,UNKNOWN,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.00400742,-76.98971681,7781945108562677,7781945108562677,0,0,0,2023121004,7698354239018293,Honda,2005,CR-V,Sport Utility Vehicle - 4WD,4.0,2.4,Automatic 5,AWD,Regular Gasoline,20,24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7781945108562677,20903,SILVER SPRING,50204.7192451,65972447.4483,39.01829365940637,-76.9835422251861,11.1345005,97.37861,0.0,0.0,0.0,12.181625,198.9705,231210046983590182,2023-12-10 04:00:00,4,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP33370024,F1E2FAE2C7E047738B544AC1FD171F61,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,35,False,False,1,8370439514344689,230070866,Montgomery County Police,Property Damage ,False,East,1,1,GRADE DOWNHILL,False,False,DRIVER,SINGLE VEHICLE,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1602225,-76.979866,730071629750289,9197660225089261,0,0,0,2023121004,7699742339152403,Buick,2020,Encore,Small Sport Utility Vehicle 2WD,3.0,1.3,Automatic 6,FWD,Regular Gasoline,26,29,ASHTON RD,Maryland (State),TUCKER LA,County,9197660225089261,20861,ASHTON,68929.848578,103600923.231,39.15240375339574,-76.9974236883007,10.6505,98.020744,0.0,0.0,0.0,13.32,198.92474,231210046997491524,2023-12-10 04:00:00,4,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP28000062,CD6DF4CD145B4DED959FD49E549ABF19,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,40,False,False,2,8118991385548737,230070869,Montgomery County Police,Property Damage ,True,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05109833,-77.075205,1627793738140795,9290911226978796,0,0,0,2023121005,7705486039088590,Ford,2017,GT,Two Seaters,6.0,3.5,Automatic 7,RWD,Premium Gasoline,11,18,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,11.382501,98.03203,0.0,0.0,0.0,13.281023,212.82854,231210057054890885,2023-12-10 05:00:00,5,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP28000062,574B990EF1A74E86898845B0D6C71FE6,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,40,False,False,2,8436986259634881,230070869,Montgomery County Police,Property Damage ,True,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK LIGHTS ON,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05109833,-77.075205,1627793738140795,9290911226978796,0,0,0,2023121005,7705486039088590,Kia,2019,Sportage,Small Sport Utility Vehicle 2WD,4.0,2.4,Automatic 6,AWD,Regular Gasoline,21,25,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,11.382501,98.03203,0.0,0.0,0.0,13.281023,212.82854,231210057054890885,2023-12-10 05:00:00,5,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP33390034,226C5812DAA74447A89C0E89497287DF,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,South,FUNCTIONAL,35,False,False,2,3625279935003758,230070868,Montgomery County Police,Property Damage ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05121183,-77.07504117,1627793738140795,9290911226978796,0,0,0,2023121005,7705486039088590,Ford,2016,Escape,Small Sport Utility Vehicle 2WD,4.0,1.6,Automatic 6,FWD,Regular Gasoline,21,29,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,11.382501,98.03203,0.0,0.0,0.0,13.281023,212.82854,231210057054890885,2023-12-10 05:00:00,5,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP33390034,A359668B1A5A49EB91EC7733F226B092,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,STOPPED IN TRAFFIC LANE,South,DISABLING,35,False,False,2,8118991385548737,230070868,Montgomery County Police,Property Damage ,False,South,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DARK NO LIGHTS,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05121183,-77.07504117,1627793738140795,9290911226978796,0,0,0,2023121005,7705486039088590,Ford,2017,GT,Two Seaters,6.0,3.5,Automatic 7,RWD,Premium Gasoline,11,18,CONNECTICUT AVE,Maryland (State),VEIRS MILL RD,Maryland (State),9290911226978796,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,11.382501,98.03203,0.0,0.0,0.0,13.281023,212.82854,231210057054890885,2023-12-10 05:00:00,5,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP28140043,776BA51AE8C74218BD53B97620C7D215,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING RIGHT TURN,East,DISABLING,45,False,False,1,805691474398614,230070864,Montgomery County Police,Property Damage ,False,East,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,UNKNOWN,DARK LIGHTS ON,TRAFFIC SIGNAL,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10527867,-77.1965045,6002228142781285,7334938358929457,0,0,0,2023121005,7718114539090864,Kia,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,KEY WEST AVE,Maryland (State),MEDICAL CENTER DR,County,7334938358929457,20850,ROCKVILLE,162159.581549,385670140.779,39.09086407980052,-77.1811454594943,11.4675,97.708885,0.0,0.0,0.0,14.20062,210.46547,231210057181190908,2023-12-10 05:00:00,5,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP2107004P,FA7550E37343426C813ECBF5DE38B5B0,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,30,False,False,1,2126610783526117,230070873,Montgomery County Police,Property Damage ,False,East,1,1,LEVEL,False,False,UNKNOWN,SINGLE VEHICLE,WET,DAWN,NO CONTROLS,UNKNOWN,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.30294767,-77.2363855,97790886312176,2297380106574575,0,0,0,2023121006,7721721839291851,Ford,2005,Focus,Compact Cars,4.0,2.0,Manual 5,FWD,Regular Gasoline,22,29,BETHESDA CHURCH RD,County,PURDUM RD,County,2297380106574575,20872,DAMASCUS,179417.342235,548226849.644,39.29185112010591,-77.21721805979222,12.159,95.48817,0.0,0.0,0.0,20.780453,194.03627,231210067217292918,2023-12-10 06:00:00,6,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP24560087,5668384AA7394195B55F423EB28E4808,True,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,40,False,False,2,6430955886730040,230070877,Montgomery County Police,Injury ,False,South,4,4,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02045868,-77.01261735,7228418003688286,5005946941929880,0,0,0,2023121007,7700923739021308,Nissan,2005,Titan,Standard Pickup Trucks 2WD,8.0,5.6,Automatic 5,AWD,Regular Gasoline,12,17,COLESVILLE RD,US (State),UNIVERSITY BLVD E,Maryland (State),5005946941929880,20901,SILVER SPRING,65628.3210741,155364678.639,39.021308415483304,-77.00923776704389,12.5045,97.40629,0.0,0.0,0.0,15.978486,194.34937,231210077009290213,2023-12-10 07:00:00,7,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP24560087,26C916560AFC45FC9E6E9F08854C20BC,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,40,False,False,2,9886165220477751,230070877,Montgomery County Police,Injury ,False,South,4,4,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02045868,-77.01261735,7228418003688286,5005946941929880,0,0,0,2023121007,7700923739021308,Toyota,2019,Tundra,Standard Pickup Trucks 4WD,8.0,5.7,Automatic 6,4WD,Regular Gasoline,13,17,COLESVILLE RD,US (State),UNIVERSITY BLVD E,Maryland (State),5005946941929880,20901,SILVER SPRING,65628.3210741,155364678.639,39.021308415483304,-77.00923776704389,12.5045,97.40629,0.0,0.0,0.0,15.978486,194.34937,231210077009290213,2023-12-10 07:00:00,7,AM,344,6,Sunday,1,12,December,2023,0,Unknown
DD56520042,E0B8F30A4D8E402C907829604F6500F0,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,East,DISABLING,40,False,False,2,3233063173565461,230070891,Rockville Police Departme,Property Damage ,False,East,1,2,GRADE DOWNHILL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07613267,-77.12011403,9290911226978796,3263159191236872,0,0,0,2023121009,7712156139078053,Toyota,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,VEIRS MILL RD,Maryland (State),ARDENNES AVE,Municipality,3263159191236872,20851,ROCKVILLE,47677.7042232,68797879.2614,39.07805395789412,-77.12156102131077,13.589499,95.53727,0.4,0.4,0.0,12.7279215,188.13002,231210097121590780,2023-12-10 09:00:00,9,AM,344,6,Sunday,1,12,December,2023,0,Unknown
DD56520042,23A80ECF5FF94F1683D751CCECD05628,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,40,False,False,2,1423490067858241,230070891,Rockville Police Departme,Property Damage ,False,East,1,2,GRADE DOWNHILL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,WET,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07613267,-77.12011403,9290911226978796,3263159191236872,0,0,0,2023121009,7712156139078053,Ford,2020,Edge,Small Sport Utility Vehicle 4WD,4.0,2.0,Automatic 8,AWD,Regular Gasoline,21,28,VEIRS MILL RD,Maryland (State),ARDENNES AVE,Municipality,3263159191236872,20851,ROCKVILLE,47677.7042232,68797879.2614,39.07805395789412,-77.12156102131077,13.589499,95.53727,0.4,0.4,0.0,12.7279215,188.13002,231210097121590780,2023-12-10 09:00:00,9,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP1477000P,E9946AA07FE0430E95ACC4A9E8C3CF79,True,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,FUNCTIONAL,55,False,False,3,660615385035114,230070897,Montgomery County Police,Injury ,True,North,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10348585,-76.93250633,2620072274155517,5009223039224662,0,0,0,2023121010,7693347839109025,Ford,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,COLUMBIA PIKE,US (State),BLACKBURN RD,County,5009223039224662,20866,BURTONSVILLE,86124.9897852,201917467.932,39.109025991604476,-76.93347813258762,12.731501,100.0,2.4,2.4,0.0,11.525623,194.47034,231210106933491090,2023-12-10 10:00:00,10,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP1477000P,60DF563A39594A2FB24ABE74C170CDBD,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,UNKNOWN,SLOWING OR STOPPING,North,FUNCTIONAL,55,False,False,3,8168321465439775,230070897,Montgomery County Police,Injury ,True,North,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10348585,-76.93250633,2620072274155517,5009223039224662,0,0,0,2023121010,7693347839109025,Unknown,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,COLUMBIA PIKE,US (State),BLACKBURN RD,County,5009223039224662,20866,BURTONSVILLE,86124.9897852,201917467.932,39.109025991604476,-76.93347813258762,12.731501,100.0,2.4,2.4,0.0,11.525623,194.47034,231210106933491090,2023-12-10 10:00:00,10,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP1477000P,EBC2E1AD34E04A8C855463A5F8E2E9AD,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,DISABLING,55,False,False,3,660615385035114,230070897,Montgomery County Police,Injury ,True,North,1,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,UNKNOWN,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10348585,-76.93250633,2620072274155517,5009223039224662,0,0,0,2023121010,7693347839109025,Ford,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,COLUMBIA PIKE,US (State),BLACKBURN RD,County,5009223039224662,20866,BURTONSVILLE,86124.9897852,201917467.932,39.109025991604476,-76.93347813258762,12.731501,100.0,2.4,2.4,0.0,11.525623,194.47034,231210106933491090,2023-12-10 10:00:00,10,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP3228005J,DD83EAFD22BF45C1AAE0D6D2DE35F2F1,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,UNKNOWN,STOPPED IN TRAFFIC LANE,North,UNKNOWN,50,False,False,2,8168321465439775,230070905,Montgomery County Police,Property Damage ,True,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05594483,-76.971559,2620072274155517,3845486672294904,0,0,0,2023121011,7698062539067210,Unknown,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,COLUMBIA PIKE,US (State),INDUSTRIAL PKWY,County,3845486672294904,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,13.311001,100.0,2.8,2.8,0.0,12.979984,183.17976,231210116980690672,2023-12-10 11:00:00,11,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP3228005J,97A60F1D58BA4BF2B2FE7A7EED9C4B52,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,SKIDDING,North,DISABLING,50,False,False,2,1314431028534084,230070905,Montgomery County Police,Property Damage ,True,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,TRAFFIC SIGNAL,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05594483,-76.971559,2620072274155517,3845486672294904,0,0,0,2023121011,7698062539067210,Toyota,2005,Corolla,Compact Cars,4.0,1.8,Automatic 4,FWD,Regular Gasoline,22,31,COLUMBIA PIKE,US (State),INDUSTRIAL PKWY,County,3845486672294904,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,13.311001,100.0,2.8,2.8,0.0,12.979984,183.17976,231210116980690672,2023-12-10 11:00:00,11,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP289100CV,C8BE7607E60946EE8F74B6401CFB6436,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,UNKNOWN,CHANGING LANES,North,FUNCTIONAL,30,False,False,2,8168321465439775,230070908,Montgomery County Police,Injury ,True,North,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00469726,-77.02326278,7228418003688286,4796808868995581,0,0,0,2023121011,7703596439001907,Unknown,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,COLESVILLE RD,US (State),ROWEN RD,County,4796808868995581,20910,SILVER SPRING,82846.1568889,126320091.137,39.00190768010143,-77.03596497235911,13.5465,98.064766,2.4,2.4,0.0,13.397612,186.17007,231210117035990019,2023-12-10 11:00:00,11,AM,344,6,Sunday,1,12,December,2023,0,Unknown
MCP289100CV,CD53CD2CE14A467B907C404BC5C1FC58,False,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,FUNCTIONAL,30,False,False,2,885116498273201,230070908,Montgomery County Police,Injury ,True,North,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,WET,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00469726,-77.02326278,7228418003688286,4796808868995581,0,0,0,2023121011,7703596439001907,GMC,2020,Acadia,Standard Sport Utility Vehicle 2WD,4.0,2.0,Automatic 9,FWD,Regular Gasoline,21,27,COLESVILLE RD,US (State),ROWEN RD,County,4796808868995581,20910,SILVER SPRING,82846.1568889,126320091.137,39.00190768010143,-77.03596497235911,13.5465,98.064766,2.4,2.4,0.0,13.397612,186.17007,231210117035990019,2023-12-10 11:00:00,11,AM,344,6,Sunday,1,12,December,2023,0,Unknown
